user_id,store_name,id,agent_id,icon_url,stage,create_at,update_at
1761,CharmingTableDiner,433,2154,https://buket_name.s3.ap-northeast-1.amazonaws.com/opportunity.jpg,EXISTING,2024-10-26T17:09:40.826167,2024-03-19T20:46:29.833218
1368,SpicyLoungeCafe,809,2108,https://buket_name.s3.ap-northeast-1.amazonaws.com/health.bmp,PROSPECT,2024-10-14T16:24:16.826171,2024-05-06T06:02:49.833241
1849,SpicyLoungeBistro,8,2752,https://buket_name.s3.ap-northeast-1.amazonaws.com/four.jpg,EXISTING,2024-01-09T20:21:28.826176,2024-10-13T11:44:02.833264
1604,GoldenHutCafe,350,2661,https://buket_name.s3.ap-northeast-1.amazonaws.com/push.png,NEW,2024-09-07T13:27:10.826181,2023-12-13T14:36:36.833286
1358,GoldenGardenBakery,597,2197,https://buket_name.s3.ap-northeast-1.amazonaws.com/old.gif,NEW,2024-07-19T11:20:13.826185,2024-02-16T16:23:29.833307
1103,SpicyCornerGrill,643,2101,https://buket_name.s3.ap-northeast-1.amazonaws.com/level.jpg,PROSPECT,2024-04-10T16:00:40.826189,2024-01-19T06:20:57.833331
1071,RusticPlateEatery,731,2464,https://buket_name.s3.ap-northeast-1.amazonaws.com/ever.png,EXISTING,2024-08-22T23:23:14.826194,2024-04-13T13:37:22.833355
1881,GoldenHutKitchen,639,2271,https://buket_name.s3.ap-northeast-1.amazonaws.com/support.bmp,NEW,2024-03-31T01:03:38.826202,2024-09-09T15:47:34.833379
1652,DeliciousCornerBakery,233,2878,https://buket_name.s3.ap-northeast-1.amazonaws.com/whole.png,PROSPECT,2024-05-14T12:33:03.826207,2023-12-29T04:41:19.833403
1103,CozyTableGrill,992,2795,https://buket_name.s3.ap-northeast-1.amazonaws.com/better.bmp,PROSPECT,2024-01-10T06:16:02.826211,2024-04-22T06:29:19.833425
1713,SunnyTableEatery,657,2914,https://buket_name.s3.ap-northeast-1.amazonaws.com/though.tiff,NEW,2024-05-31T04:33:07.826216,2024-02-20T11:31:08.833455
1285,SunnyLoungeBar,769,2079,https://buket_name.s3.ap-northeast-1.amazonaws.com/see.jpg,PROSPECT,2024-09-18T19:23:00.826221,2024-06-30T08:17:23.833479
1370,CharmingGardenCafe,192,2231,https://buket_name.s3.ap-northeast-1.amazonaws.com/process.tiff,PROSPECT,2024-04-15T10:53:12.826225,2024-06-18T10:25:54.833502
1889,SpicyTableBar,236,2797,https://buket_name.s3.ap-northeast-1.amazonaws.com/population.bmp,NEW,2024-02-24T04:27:29.826230,2024-07-04T07:20:13.833527
1160,DeliciousHutKitchen,854,2442,https://buket_name.s3.ap-northeast-1.amazonaws.com/their.jpg,PROSPECT,2024-05-15T06:54:23.826235,2024-09-08T16:31:06.833550
1395,CozySpotBakery,52,2324,https://buket_name.s3.ap-northeast-1.amazonaws.com/either.jpeg,PROSPECT,2024-08-18T13:18:01.826239,2024-01-24T05:25:16.833573
1431,SpicySpotCafe,895,2178,https://buket_name.s3.ap-northeast-1.amazonaws.com/gas.tiff,EXISTING,2024-02-09T20:03:40.826244,2024-09-28T10:51:15.833595
1823,CharmingPlateBistro,797,2490,https://buket_name.s3.ap-northeast-1.amazonaws.com/truth.tiff,NEW,2024-09-02T02:20:20.826248,2024-09-09T01:24:20.833618
1909,RusticPlateBar,267,2636,https://buket_name.s3.ap-northeast-1.amazonaws.com/cut.bmp,NEW,2024-03-27T02:50:29.826252,2024-08-24T12:32:29.833640
1486,CozyGardenBar,370,2793,https://buket_name.s3.ap-northeast-1.amazonaws.com/doctor.png,PROSPECT,2024-09-09T19:39:43.826257,2024-07-27T18:02:24.833662
1590,DeliciousTableKitchen,884,2062,https://buket_name.s3.ap-northeast-1.amazonaws.com/suggest.gif,EXISTING,2024-04-03T13:03:12.826261,2024-10-31T04:26:56.833684
1581,CozyCornerDiner,555,2616,https://buket_name.s3.ap-northeast-1.amazonaws.com/suggest.gif,PROSPECT,2024-07-12T11:13:33.826266,2024-11-12T03:05:12.833707
1653,CozyPlateCafe,757,2674,https://buket_name.s3.ap-northeast-1.amazonaws.com/line.png,PROSPECT,2024-10-08T01:50:11.826270,2024-03-28T13:25:14.833730
1214,SpicyCornerBakery,823,2328,https://buket_name.s3.ap-northeast-1.amazonaws.com/be.bmp,NEW,2024-06-10T05:45:04.826275,2024-05-01T05:20:16.833752
1834,SunnyHutDiner,241,2158,https://buket_name.s3.ap-northeast-1.amazonaws.com/type.jpeg,PROSPECT,2024-03-28T03:21:41.826279,2024-04-21T18:34:32.833774
1231,SunnyLoungeEatery,950,2672,https://buket_name.s3.ap-northeast-1.amazonaws.com/worker.png,PROSPECT,2024-02-02T14:57:03.826284,2024-04-26T00:16:53.833798
1172,SpicyLoungeDiner,367,2030,https://buket_name.s3.ap-northeast-1.amazonaws.com/boy.jpg,PROSPECT,2024-10-05T22:43:18.826288,2024-06-30T08:28:29.833821
1851,CozyCornerBakery,923,2184,https://buket_name.s3.ap-northeast-1.amazonaws.com/ok.jpeg,EXISTING,2024-11-13T05:33:16.826293,2024-06-22T03:57:33.833844
1207,SunnyPlateCafe,860,2546,https://buket_name.s3.ap-northeast-1.amazonaws.com/seat.jpeg,PROSPECT,2024-07-12T08:05:04.826297,2024-09-19T03:56:07.833867
1439,CozyGardenBar,617,2249,https://buket_name.s3.ap-northeast-1.amazonaws.com/officer.bmp,NEW,2024-04-20T23:44:56.826302,2024-06-22T10:27:50.833889
1527,DeliciousTableBistro,228,2349,https://buket_name.s3.ap-northeast-1.amazonaws.com/teacher.jpeg,PROSPECT,2024-04-26T21:23:43.826306,2024-03-27T18:28:02.833912
1966,SpicyHouseCafe,920,2871,https://buket_name.s3.ap-northeast-1.amazonaws.com/Democrat.png,EXISTING,2023-12-22T11:05:46.826311,2024-09-07T16:21:18.833935
1103,RusticGardenKitchen,905,2709,https://buket_name.s3.ap-northeast-1.amazonaws.com/officer.png,PROSPECT,2024-07-09T06:55:54.826315,2024-03-21T02:50:14.833959
1091,CozyHouseDiner,584,2571,https://buket_name.s3.ap-northeast-1.amazonaws.com/field.png,NEW,2024-01-18T22:41:21.826320,2024-03-01T02:16:20.833983
1292,DeliciousHouseBakery,645,2375,https://buket_name.s3.ap-northeast-1.amazonaws.com/benefit.jpg,PROSPECT,2024-04-24T11:28:48.826324,2023-12-21T01:42:05.834006
1744,GoldenTableBar,363,2203,https://buket_name.s3.ap-northeast-1.amazonaws.com/success.png,NEW,2024-05-25T20:43:52.826329,2024-08-14T02:29:06.834030
1593,DeliciousTableBakery,779,2537,https://buket_name.s3.ap-northeast-1.amazonaws.com/free.jpg,PROSPECT,2024-03-29T18:04:13.826333,2024-11-18T18:38:13.834062
1756,RusticSpotDiner,616,2533,https://buket_name.s3.ap-northeast-1.amazonaws.com/effort.png,PROSPECT,2024-05-02T01:26:12.826338,2024-10-13T05:09:50.834085
1323,GoldenHouseBakery,689,2415,https://buket_name.s3.ap-northeast-1.amazonaws.com/create.jpeg,PROSPECT,2024-07-14T15:21:38.826343,2024-06-17T19:15:45.834109
1933,SpicySpotBistro,749,2556,https://buket_name.s3.ap-northeast-1.amazonaws.com/term.gif,PROSPECT,2024-07-19T07:21:30.826348,2024-02-03T21:44:59.834133
1047,SpicyHouseDiner,76,2506,https://buket_name.s3.ap-northeast-1.amazonaws.com/alone.gif,NEW,2024-05-07T16:39:19.826352,2023-12-04T17:19:42.834157
1372,SunnyHutBar,500,2774,https://buket_name.s3.ap-northeast-1.amazonaws.com/realize.png,EXISTING,2024-07-02T20:07:44.826357,2024-05-17T02:26:32.834180
1411,SunnyCornerDiner,2,2327,https://buket_name.s3.ap-northeast-1.amazonaws.com/maybe.jpeg,PROSPECT,2024-03-18T12:51:53.826361,2024-09-23T11:30:11.834203
1840,CozySpotCafe,456,2175,https://buket_name.s3.ap-northeast-1.amazonaws.com/behind.bmp,EXISTING,2024-10-11T22:57:05.826366,2024-08-19T06:46:19.834226
1412,SunnyTableEatery,632,2163,https://buket_name.s3.ap-northeast-1.amazonaws.com/sometimes.tiff,NEW,2024-01-02T08:03:03.826370,2024-08-05T19:07:34.834250
1484,DeliciousHouseCafe,18,2254,https://buket_name.s3.ap-northeast-1.amazonaws.com/under.gif,NEW,2024-02-25T14:19:40.826375,2024-05-08T05:29:16.834272
1475,DeliciousHouseGrill,164,2159,https://buket_name.s3.ap-northeast-1.amazonaws.com/wind.gif,EXISTING,2024-01-14T00:47:36.826379,2024-09-18T08:17:29.834296
1920,RusticHouseGrill,567,2111,https://buket_name.s3.ap-northeast-1.amazonaws.com/thousand.bmp,NEW,2024-07-09T15:28:25.826384,2023-12-13T12:09:24.834318
1277,DeliciousCornerGrill,812,2765,https://buket_name.s3.ap-northeast-1.amazonaws.com/water.bmp,EXISTING,2024-08-28T19:13:05.826388,2024-02-06T15:09:42.834341
1718,SpicyTableBistro,647,2802,https://buket_name.s3.ap-northeast-1.amazonaws.com/wind.tiff,EXISTING,2024-05-12T05:55:06.826393,2024-11-08T14:55:27.834364
1746,CharmingPlateBar,145,2775,https://buket_name.s3.ap-northeast-1.amazonaws.com/result.png,NEW,2024-09-21T04:43:40.826398,2024-10-27T08:43:26.834388
1653,GoldenCornerDiner,500,2753,https://buket_name.s3.ap-northeast-1.amazonaws.com/third.jpg,PROSPECT,2024-08-23T16:07:13.826402,2024-11-20T10:28:11.834411
1928,CozyTableDiner,207,2634,https://buket_name.s3.ap-northeast-1.amazonaws.com/network.tiff,PROSPECT,2024-02-04T18:20:36.826406,2024-06-12T06:56:36.834433
1049,CozyPlateKitchen,405,2278,https://buket_name.s3.ap-northeast-1.amazonaws.com/nearly.jpeg,EXISTING,2024-03-09T13:20:39.826411,2024-10-18T22:37:36.834455
1692,CozyHutCafe,554,2750,https://buket_name.s3.ap-northeast-1.amazonaws.com/time.gif,NEW,2024-05-22T02:18:06.826416,2024-02-24T04:12:12.834479
1277,GoldenLoungeBistro,777,2641,https://buket_name.s3.ap-northeast-1.amazonaws.com/want.gif,PROSPECT,2024-05-18T07:46:33.826420,2024-07-02T21:29:23.834503
1291,CozyTableDiner,444,2590,https://buket_name.s3.ap-northeast-1.amazonaws.com/perform.tiff,PROSPECT,2024-09-05T07:54:50.826425,2024-01-04T11:12:00.834525
1875,CozyGardenCafe,589,2748,https://buket_name.s3.ap-northeast-1.amazonaws.com/particularly.jpg,NEW,2024-03-14T14:57:13.826429,2024-03-15T22:22:59.834550
1828,CozyLoungeBakery,283,2011,https://buket_name.s3.ap-northeast-1.amazonaws.com/little.jpeg,NEW,2024-09-06T01:16:45.826434,2024-03-03T09:38:28.834575
1690,SpicyHutGrill,571,2551,https://buket_name.s3.ap-northeast-1.amazonaws.com/recent.jpg,NEW,2024-05-16T19:06:21.826438,2024-03-07T03:17:26.834601
1325,CozyLoungeBakery,261,2435,https://buket_name.s3.ap-northeast-1.amazonaws.com/school.tiff,NEW,2024-02-03T07:39:45.826444,2024-05-22T08:54:30.834624
1933,SunnyGardenBakery,548,2063,https://buket_name.s3.ap-northeast-1.amazonaws.com/beautiful.jpeg,PROSPECT,2024-05-22T06:21:27.826449,2023-12-15T07:59:48.834647
1399,SpicyCornerBistro,372,2703,https://buket_name.s3.ap-northeast-1.amazonaws.com/position.jpeg,EXISTING,2024-09-07T17:16:24.826453,2024-01-26T12:36:58.834678
1558,SpicyHutBistro,993,2245,https://buket_name.s3.ap-northeast-1.amazonaws.com/message.bmp,NEW,2024-03-17T06:55:56.826458,2024-06-06T21:47:40.834700
1896,CozyTableGrill,229,2090,https://buket_name.s3.ap-northeast-1.amazonaws.com/professor.png,PROSPECT,2024-10-09T09:28:37.826462,2024-01-08T11:03:05.834725
1683,SpicySpotEatery,380,2194,https://buket_name.s3.ap-northeast-1.amazonaws.com/through.jpeg,PROSPECT,2024-11-04T12:16:49.826469,2024-06-27T07:24:57.834748
1010,SunnyGardenDiner,123,2873,https://buket_name.s3.ap-northeast-1.amazonaws.com/eight.gif,EXISTING,2024-02-09T17:20:33.826474,2024-10-20T21:56:20.834772
1546,GoldenTableDiner,767,2983,https://buket_name.s3.ap-northeast-1.amazonaws.com/sign.bmp,EXISTING,2024-10-15T23:58:21.826478,2024-07-20T20:32:59.834796
1747,CharmingSpotGrill,969,2869,https://buket_name.s3.ap-northeast-1.amazonaws.com/but.jpeg,PROSPECT,2024-05-20T16:32:17.826483,2024-07-12T12:45:33.834819
1127,SunnyHutGrill,787,2011,https://buket_name.s3.ap-northeast-1.amazonaws.com/discussion.tiff,EXISTING,2024-09-08T09:20:27.826487,2024-06-18T10:18:39.834842
1274,DeliciousHutCafe,310,2446,https://buket_name.s3.ap-northeast-1.amazonaws.com/study.jpeg,NEW,2024-07-27T05:53:04.826492,2024-08-11T00:44:31.834866
1237,CharmingCornerDiner,529,2627,https://buket_name.s3.ap-northeast-1.amazonaws.com/go.gif,NEW,2024-10-06T03:00:00.826496,2024-07-07T16:40:02.834888
1664,CozyLoungeEatery,419,2895,https://buket_name.s3.ap-northeast-1.amazonaws.com/team.jpg,PROSPECT,2024-04-06T21:35:29.826501,2024-06-02T23:27:39.834912
1635,RusticHutCafe,767,2033,https://buket_name.s3.ap-northeast-1.amazonaws.com/blood.bmp,EXISTING,2024-02-03T22:16:14.826506,2024-01-04T07:15:32.834934
1073,SunnyCornerDiner,283,2972,https://buket_name.s3.ap-northeast-1.amazonaws.com/top.gif,EXISTING,2024-01-23T14:37:44.826510,2024-09-21T14:25:35.834958
1281,CozyPlateKitchen,312,2792,https://buket_name.s3.ap-northeast-1.amazonaws.com/discuss.tiff,EXISTING,2024-05-04T10:29:17.826514,2024-05-25T04:15:09.834981
1501,SunnyCornerBar,692,2908,https://buket_name.s3.ap-northeast-1.amazonaws.com/technology.bmp,NEW,2024-06-22T17:16:59.826519,2024-04-10T23:59:25.835003
1951,CharmingHutBistro,180,2500,https://buket_name.s3.ap-northeast-1.amazonaws.com/protect.png,NEW,2024-11-13T01:39:08.826523,2024-06-22T12:46:46.835027
1322,GoldenHouseBistro,248,2097,https://buket_name.s3.ap-northeast-1.amazonaws.com/play.png,PROSPECT,2024-07-14T17:00:20.826528,2024-04-04T20:30:14.835051
1175,GoldenLoungeKitchen,293,2466,https://buket_name.s3.ap-northeast-1.amazonaws.com/back.tiff,PROSPECT,2024-03-07T11:06:34.826532,2024-05-26T08:19:50.835074
1475,CharmingSpotBar,418,2834,https://buket_name.s3.ap-northeast-1.amazonaws.com/capital.bmp,NEW,2024-09-11T10:27:25.826537,2024-06-08T16:12:54.835097
1340,CozyTableBakery,850,2353,https://buket_name.s3.ap-northeast-1.amazonaws.com/current.tiff,EXISTING,2024-01-28T13:30:55.826542,2024-01-23T13:58:03.835121
1686,DeliciousGardenDiner,77,2495,https://buket_name.s3.ap-northeast-1.amazonaws.com/then.png,EXISTING,2024-05-15T03:50:15.826546,2024-08-30T01:51:56.835147
1080,DeliciousHutDiner,457,2481,https://buket_name.s3.ap-northeast-1.amazonaws.com/call.png,PROSPECT,2024-07-25T07:12:35.826551,2024-02-21T02:55:17.835171
1397,CharmingSpotBakery,167,2733,https://buket_name.s3.ap-northeast-1.amazonaws.com/benefit.jpg,NEW,2023-12-29T20:49:56.826555,2024-07-30T14:45:04.835195
1458,DeliciousLoungeEatery,146,2163,https://buket_name.s3.ap-northeast-1.amazonaws.com/these.jpeg,PROSPECT,2024-04-15T06:44:26.826560,2024-08-08T00:04:55.835219
1509,GoldenGardenDiner,153,2542,https://buket_name.s3.ap-northeast-1.amazonaws.com/although.bmp,NEW,2023-12-23T06:32:49.826564,2024-07-09T11:02:20.835243
1093,SpicyPlateEatery,56,2353,https://buket_name.s3.ap-northeast-1.amazonaws.com/age.png,PROSPECT,2024-01-05T08:56:52.826568,2023-12-29T17:43:02.835266
1792,RusticPlateCafe,602,2152,https://buket_name.s3.ap-northeast-1.amazonaws.com/crime.gif,EXISTING,2024-01-03T08:05:28.826573,2024-07-02T09:08:21.835290
1221,DeliciousCornerBakery,835,2043,https://buket_name.s3.ap-northeast-1.amazonaws.com/candidate.tiff,PROSPECT,2024-06-30T21:19:59.826577,2024-04-02T05:34:32.835312
1864,DeliciousGardenKitchen,252,2886,https://buket_name.s3.ap-northeast-1.amazonaws.com/develop.jpg,NEW,2023-12-16T03:44:30.826582,2024-03-13T11:00:22.835335
1210,SunnyTableEatery,839,2243,https://buket_name.s3.ap-northeast-1.amazonaws.com/such.tiff,EXISTING,2024-11-03T02:37:59.826586,2024-03-18T16:41:07.835357
1934,RusticHutBistro,652,2627,https://buket_name.s3.ap-northeast-1.amazonaws.com/write.bmp,EXISTING,2023-12-12T01:36:35.826592,2024-03-26T19:09:01.835381
1637,RusticGardenCafe,93,2914,https://buket_name.s3.ap-northeast-1.amazonaws.com/agency.tiff,EXISTING,2024-03-10T21:40:16.826596,2024-09-25T20:04:33.835404
1884,CozyPlateCafe,536,2027,https://buket_name.s3.ap-northeast-1.amazonaws.com/large.png,NEW,2024-03-13T12:42:04.826600,2024-03-09T07:17:57.835428
2000,RusticLoungeEatery,372,2824,https://buket_name.s3.ap-northeast-1.amazonaws.com/blood.png,NEW,2023-12-18T11:05:19.826605,2024-05-29T10:55:16.835450
1259,DeliciousGardenBistro,894,2721,https://buket_name.s3.ap-northeast-1.amazonaws.com/available.jpeg,EXISTING,2024-03-11T02:01:27.826609,2024-09-24T01:58:06.835474
1559,CozyGardenBistro,417,2854,https://buket_name.s3.ap-northeast-1.amazonaws.com/away.gif,EXISTING,2024-05-12T01:43:10.826614,2024-05-02T15:13:16.835496
1160,CozyHutBistro,16,2511,https://buket_name.s3.ap-northeast-1.amazonaws.com/fish.tiff,PROSPECT,2024-09-25T23:49:04.826618,2024-05-25T18:19:14.835520
1385,CharmingSpotKitchen,631,2872,https://buket_name.s3.ap-northeast-1.amazonaws.com/least.jpeg,NEW,2024-10-21T03:50:57.826623,2024-06-15T22:22:40.835546
1556,RusticCornerBar,554,2922,https://buket_name.s3.ap-northeast-1.amazonaws.com/ask.gif,NEW,2024-09-25T19:37:53.826627,2024-07-03T19:02:34.835567
1341,SunnyGardenGrill,534,2316,https://buket_name.s3.ap-northeast-1.amazonaws.com/manage.png,PROSPECT,2024-08-19T09:08:37.826631,2024-07-01T21:02:28.835591
1435,CozyTableKitchen,793,2900,https://buket_name.s3.ap-northeast-1.amazonaws.com/pick.bmp,EXISTING,2024-06-28T09:35:34.826636,2024-05-12T12:39:56.835614
1751,GoldenSpotEatery,147,2534,https://buket_name.s3.ap-northeast-1.amazonaws.com/scene.bmp,EXISTING,2024-08-25T23:02:08.826640,2024-10-29T19:51:44.835636
1783,RusticGardenBistro,834,2649,https://buket_name.s3.ap-northeast-1.amazonaws.com/decision.jpg,NEW,2024-04-23T19:25:19.826645,2024-04-08T06:39:19.835660
1082,GoldenTableBar,17,2278,https://buket_name.s3.ap-northeast-1.amazonaws.com/her.jpeg,NEW,2024-01-25T06:59:49.826649,2023-12-06T02:28:43.835682
1837,DeliciousCornerKitchen,94,2552,https://buket_name.s3.ap-northeast-1.amazonaws.com/many.tiff,EXISTING,2024-08-11T01:36:20.826653,2024-08-14T09:22:21.835705
1209,GoldenGardenBar,334,2702,https://buket_name.s3.ap-northeast-1.amazonaws.com/condition.png,EXISTING,2024-02-17T05:11:07.826658,2024-10-23T13:39:28.835729
1760,CharmingHutBakery,37,2208,https://buket_name.s3.ap-northeast-1.amazonaws.com/remember.tiff,NEW,2024-11-12T21:24:15.826662,2024-09-29T13:02:53.835752
1696,RusticTableBar,166,2879,https://buket_name.s3.ap-northeast-1.amazonaws.com/speak.gif,EXISTING,2024-11-13T19:55:43.826667,2024-02-16T20:30:54.835776
1501,CozyHutBar,182,2161,https://buket_name.s3.ap-northeast-1.amazonaws.com/story.bmp,NEW,2023-12-12T19:37:01.826671,2024-02-19T21:38:22.835798
1591,DeliciousCornerCafe,188,2524,https://buket_name.s3.ap-northeast-1.amazonaws.com/cold.tiff,PROSPECT,2024-03-27T17:17:44.826676,2024-03-19T05:21:07.835821
1705,SunnyPlateCafe,783,2575,https://buket_name.s3.ap-northeast-1.amazonaws.com/guess.gif,PROSPECT,2024-08-12T22:43:23.826681,2024-06-29T23:25:58.835845
1249,RusticPlateEatery,44,2955,https://buket_name.s3.ap-northeast-1.amazonaws.com/enough.png,NEW,2024-04-09T08:50:09.826686,2024-02-05T02:34:45.835868
1192,SunnyGardenBar,77,2986,https://buket_name.s3.ap-northeast-1.amazonaws.com/picture.bmp,PROSPECT,2024-09-16T08:44:12.826690,2023-11-30T21:56:12.835903
1309,RusticHutGrill,241,2474,https://buket_name.s3.ap-northeast-1.amazonaws.com/reduce.jpg,NEW,2024-02-10T09:32:05.826695,2024-09-27T00:58:26.835928
1888,DeliciousHouseBar,77,2825,https://buket_name.s3.ap-northeast-1.amazonaws.com/add.gif,PROSPECT,2023-11-30T00:16:08.826700,2024-07-06T21:52:43.835951
1309,GoldenHouseBar,909,2800,https://buket_name.s3.ap-northeast-1.amazonaws.com/responsibility.jpg,PROSPECT,2024-03-01T00:05:31.826704,2023-12-11T22:14:19.835975
1842,CharmingCornerCafe,357,2152,https://buket_name.s3.ap-northeast-1.amazonaws.com/we.jpg,EXISTING,2024-09-08T01:15:57.826709,2024-06-11T16:52:17.835997
1629,SunnyGardenEatery,807,2936,https://buket_name.s3.ap-northeast-1.amazonaws.com/two.png,EXISTING,2024-05-06T13:58:13.826713,2023-12-28T09:10:49.836020
1017,GoldenCornerDiner,159,2138,https://buket_name.s3.ap-northeast-1.amazonaws.com/whose.png,EXISTING,2023-12-11T21:54:27.826717,2024-09-02T12:44:51.836044
1221,SpicyPlateKitchen,845,2965,https://buket_name.s3.ap-northeast-1.amazonaws.com/range.jpeg,EXISTING,2024-05-17T12:48:26.826722,2024-05-05T01:12:47.836067
1331,SunnyGardenGrill,400,2966,https://buket_name.s3.ap-northeast-1.amazonaws.com/important.jpeg,PROSPECT,2024-09-12T22:37:03.826735,2024-05-19T18:52:58.836089
1674,DeliciousTableGrill,862,2696,https://buket_name.s3.ap-northeast-1.amazonaws.com/enough.tiff,EXISTING,2024-09-03T02:04:32.826740,2024-02-01T06:14:02.836112
1799,GoldenPlateEatery,752,2930,https://buket_name.s3.ap-northeast-1.amazonaws.com/option.gif,NEW,2024-10-24T02:27:17.826744,2024-02-28T05:18:35.836135
1005,GoldenLoungeBar,683,2860,https://buket_name.s3.ap-northeast-1.amazonaws.com/actually.tiff,NEW,2024-10-07T02:34:40.826748,2024-08-19T10:53:34.836157
1499,SunnyPlateDiner,337,2025,https://buket_name.s3.ap-northeast-1.amazonaws.com/site.jpg,PROSPECT,2024-11-02T13:22:55.826753,2024-01-16T14:12:10.836179
1877,GoldenGardenBakery,687,2306,https://buket_name.s3.ap-northeast-1.amazonaws.com/government.bmp,EXISTING,2024-08-21T19:29:42.826757,2024-03-31T06:03:42.836204
1892,SunnyPlateGrill,86,2766,https://buket_name.s3.ap-northeast-1.amazonaws.com/answer.tiff,PROSPECT,2024-10-14T11:42:22.826762,2024-01-15T19:58:00.836228
1788,DeliciousLoungeEatery,833,2498,https://buket_name.s3.ap-northeast-1.amazonaws.com/fast.png,PROSPECT,2024-06-09T22:48:02.826767,2024-08-28T15:56:43.836251
1822,CozySpotBakery,104,2404,https://buket_name.s3.ap-northeast-1.amazonaws.com/education.gif,NEW,2024-01-11T17:28:17.826771,2024-06-14T03:04:45.836275
1024,RusticHutCafe,347,2274,https://buket_name.s3.ap-northeast-1.amazonaws.com/he.jpg,EXISTING,2024-09-20T15:41:47.826776,2024-11-23T22:18:14.836298
1394,SpicyGardenBakery,478,2382,https://buket_name.s3.ap-northeast-1.amazonaws.com/field.png,PROSPECT,2024-02-05T08:19:33.826780,2024-02-26T23:45:23.836323
1356,CharmingHutKitchen,319,2078,https://buket_name.s3.ap-northeast-1.amazonaws.com/her.tiff,PROSPECT,2024-11-15T13:04:08.826785,2023-12-03T11:55:31.836347
1363,CozyPlateKitchen,567,2801,https://buket_name.s3.ap-northeast-1.amazonaws.com/your.png,EXISTING,2024-02-09T04:07:26.826789,2023-11-30T23:37:52.836369
1414,DeliciousHutGrill,282,2477,https://buket_name.s3.ap-northeast-1.amazonaws.com/too.tiff,NEW,2024-06-17T10:32:30.826794,2023-12-12T15:35:54.836392
1914,DeliciousSpotBistro,554,2892,https://buket_name.s3.ap-northeast-1.amazonaws.com/cause.png,NEW,2024-05-17T11:04:54.826799,2024-07-01T20:38:46.836414
1286,GoldenHouseBakery,881,2568,https://buket_name.s3.ap-northeast-1.amazonaws.com/force.tiff,EXISTING,2024-10-29T23:03:57.826804,2024-06-22T11:47:23.836436
